study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7669	SAMEA3231692	ERX705524	ERR760763	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760763/ERR760763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760763/ERR760763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760763/2057_ATCACG_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760763/2057_ATCACG_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760763
PRJEB7669	SAMEA3231693	ERX705525	ERR760764	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760764/ERR760764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760764/ERR760764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760764/2058_TTAGGC_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760764/2058_TTAGGC_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760764
PRJEB7669	SAMEA3231694	ERX705526	ERR760765	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760765/ERR760765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760765/ERR760765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760765/2063_ACTTGA_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760765/2063_ACTTGA_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760765
PRJEB7669	SAMEA3231695	ERX705527	ERR760766	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760766/ERR760766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760766/ERR760766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760766/2097_TCCCGA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760766/2097_TCCCGA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760766
PRJEB7669	SAMEA3231696	ERX705528	ERR760767	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760767/ERR760767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760767/ERR760767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760767/2098_GATCAG_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760767/2098_GATCAG_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760767
PRJEB7669	SAMEA3231697	ERX705529	ERR760768	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760768/ERR760768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760768/ERR760768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760768/2100_TAGCTT_L002_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760768/2100_TAGCTT_L002_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760768
PRJEB7669	SAMEA3231700	ERX705532	ERR760771	1773	Mycobacterium tuberculosis			
PRJEB7669	SAMEA3231702	ERX705534	ERR760773	1773	Mycobacterium tuberculosis			
PRJEB7669	SAMEA3231703	ERX705535	ERR760774	1773	Mycobacterium tuberculosis			
PRJEB7669	SAMEA3231704	ERX705536	ERR760775	1773	Mycobacterium tuberculosis			
PRJEB7669	SAMEA3231705	ERX705537	ERR760776	1773	Mycobacterium tuberculosis			
PRJEB7669	SAMEA3231706	ERX705538	ERR760777	1773	Mycobacterium tuberculosis			
PRJEB7669	SAMEA3231708	ERX705539	ERR760778	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760778/ERR760778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760778/ERR760778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760778/2449_GGCTAC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760778/2449_GGCTAC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760778
PRJEB7669	SAMEA3231709	ERX705540	ERR760779	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760779/ERR760779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760779/ERR760779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760779/2485_AGTCAA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760779/2485_AGTCAA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760779
PRJEB7669	SAMEA3231710	ERX705541	ERR760780	1773	Mycobacterium tuberculosis		ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760780/2486_AGTTCC_L002_R1_001.fastq.gz	
PRJEB7669	SAMEA3231711	ERX705542	ERR760781	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760781/ERR760781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760781/ERR760781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760781/Eldholm-TubDNA3-2499_CGATGT_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760781/Eldholm-TubDNA3-2499_CGATGT_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760781
PRJEB7669	SAMEA3231712	ERX705543	ERR760782	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760782/ERR760782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760782/ERR760782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760782/Eldholm-TubDNA3-2523_GTCCGC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760782/Eldholm-TubDNA3-2523_GTCCGC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760782
PRJEB7669	SAMEA3231713	ERX705544	ERR760783	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760783/ERR760783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760783/ERR760783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760783/Eldholm-TubDNA3-2524_TGACCA_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760783/Eldholm-TubDNA3-2524_TGACCA_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760783
PRJEB7669	SAMEA3231715	ERX705545	ERR760784	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760784/ERR760784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760784/ERR760784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760784/Eldholm-TubDNA3-2529_GTGAAA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760784/Eldholm-TubDNA3-2529_GTGAAA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760784
PRJEB7669	SAMEA3231716	ERX705546	ERR760785	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760785/ERR760785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760785/ERR760785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760785/2538_CCGTCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760785/2538_CCGTCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760785
PRJEB7669	SAMEA3231717	ERX705547	ERR760786	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760786/ERR760786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760786/ERR760786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760786/2545_GTCCGC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760786/2545_GTCCGC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760786
PRJEB7669	SAMEA3231718	ERX705548	ERR760787	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760787/ERR760787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760787/ERR760787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760787/Eldholm-TubDNA3-2547_GTGGCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760787/Eldholm-TubDNA3-2547_GTGGCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760787
PRJEB7669	SAMEA3231719	ERX705549	ERR760788	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760788/ERR760788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760788/ERR760788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760788/Eldholm-TubDNA3-2550_GTTTCG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760788/Eldholm-TubDNA3-2550_GTTTCG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760788
PRJEB7669	SAMEA3231720	ERX705550	ERR760789	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760789/ERR760789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760789/ERR760789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760789/Eldholm-TubDNA3-2552_CGTACG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760789/Eldholm-TubDNA3-2552_CGTACG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760789
PRJEB7669	SAMEA3231721	ERX705551	ERR760790	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760790/ERR760790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760790/ERR760790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760790/Eldholm-TubDNA3-2554_GAGTGG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760790/Eldholm-TubDNA3-2554_GAGTGG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760790
PRJEB7669	SAMEA3231722	ERX705552	ERR760791	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760791/ERR760791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760791/ERR760791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760791/Eldholm-TubDNA3-2569_GGTAGC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760791/Eldholm-TubDNA3-2569_GGTAGC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760791
PRJEB7669	SAMEA3231723	ERX705553	ERR760792	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760792/ERR760792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760792/ERR760792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760792/2577_GTGAAA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760792/2577_GTGAAA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760792
PRJEB7669	SAMEA3231724	ERX705554	ERR760793	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760793/ERR760793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760793/ERR760793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760793/Eldholm-TubDNA3-2598_ACAGTG_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760793/Eldholm-TubDNA3-2598_ACAGTG_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760793
PRJEB7669	SAMEA3231725	ERX705555	ERR760794	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760794/ERR760794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760794/ERR760794_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760794/2617_CGTACG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760794/2617_CGTACG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760794
PRJEB7669	SAMEA3231726	ERX705556	ERR760795	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760795/ERR760795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760795/ERR760795_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760795/2620_GAGTGG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760795/2620_GAGTGG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760795
PRJEB7669	SAMEA3231727	ERX705557	ERR760796	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760796/ERR760796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760796/ERR760796_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760796/Eldholm-TubDNA3-2634_ATGAGC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760796/Eldholm-TubDNA3-2634_ATGAGC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760796
PRJEB7669	SAMEA3231728	ERX705558	ERR760797	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760797/ERR760797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760797/ERR760797_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760797/Eldholm-TubDNA3-2781_ATTCCT_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760797/Eldholm-TubDNA3-2781_ATTCCT_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760797
PRJEB7669	SAMEA3231729	ERX705559	ERR760798	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760798/ERR760798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760798/ERR760798_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760798/2849_ACTGAT_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760798/2849_ACTGAT_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760798
PRJEB7669	SAMEA3231731	ERX705560	ERR760799	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760799/ERR760799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760799/ERR760799_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760799/2872_ATGAGC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760799/2872_ATGAGC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760799
PRJEB7669	SAMEA3231732	ERX705561	ERR760800	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760800/ERR760800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760800/ERR760800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760800/2886_CAAAAG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760800/2886_CAAAAG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760800
PRJEB7669	SAMEA3231733	ERX705562	ERR760801	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760801/ERR760801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760801/ERR760801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760801/Eldholm-TubDNA3-2961_CAAAAG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760801/Eldholm-TubDNA3-2961_CAAAAG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760801
PRJEB7669	SAMEA3231734	ERX705563	ERR760802	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760802/ERR760802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760802/ERR760802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760802/Eldholm-TubDNA3-2964_CAACTA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760802/Eldholm-TubDNA3-2964_CAACTA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760802
PRJEB7669	SAMEA3231735	ERX705564	ERR760803	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760803/ERR760803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760803/ERR760803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760803/Eldholm-TubDNA3-3019_CACCGG_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760803/Eldholm-TubDNA3-3019_CACCGG_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760803
PRJEB7669	SAMEA3231563	ERX705570	ERR760809	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760809/ERR760809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760809/ERR760809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760809/181_CGTACG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760809/181_CGTACG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760809
PRJEB7669	SAMEA3231564	ERX705571	ERR760810	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760810/ERR760810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760810/ERR760810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760810/227_GAGTGG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760810/227_GAGTGG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760810
PRJEB7669	SAMEA3231565	ERX705572	ERR760811	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760811/ERR760811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760811/ERR760811_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760811/231_GGTAGC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760811/231_GGTAGC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760811
PRJEB7669	SAMEA3231566	ERX705573	ERR760812	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760812/ERR760812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760812/ERR760812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760812/233_ACTGAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760812/233_ACTGAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760812
PRJEB7669	SAMEA3231567	ERX705574	ERR760813	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760813/ERR760813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760813/ERR760813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760813/234_ATGAGC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760813/234_ATGAGC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760813
PRJEB7669	SAMEA3231568	ERX705575	ERR760814	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760814/ERR760814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760814/ERR760814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760814/242_ATTCCT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760814/242_ATTCCT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760814
PRJEB7669	SAMEA3231569	ERX705576	ERR760815	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760815/ERR760815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760815/ERR760815_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760815/246_ACTGAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760815/246_ACTGAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760815
PRJEB7669	SAMEA3231570	ERX705577	ERR760816	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760816/ERR760816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760816/ERR760816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760816/257_CAAAAG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760816/257_CAAAAG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760816
PRJEB7669	SAMEA3231571	ERX705578	ERR760817	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760817/ERR760817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760817/ERR760817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760817/262_CAACTA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760817/262_CAACTA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760817
PRJEB7669	SAMEA3231572	ERX705579	ERR760818	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760818/ERR760818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760818/ERR760818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760818/263_CACCGG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760818/263_CACCGG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760818
PRJEB7669	SAMEA3231573	ERX705580	ERR760819	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760819/ERR760819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760819/ERR760819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760819/305_CACGAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760819/305_CACGAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760819
PRJEB7669	SAMEA3231574	ERX705581	ERR760820	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760820/ERR760820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760820/ERR760820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760820/307_CACTCA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760820/307_CACTCA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760820
PRJEB7669	SAMEA3231575	ERX705582	ERR760821	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760821/ERR760821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760821/ERR760821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760821/309_CAGGCG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760821/309_CAGGCG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760821
